YY,MM,DD,hh,WTMP
2013,12,14,9,9.1
2013,12,14,10,9
2013,12,14,11,9
2013,12,14,12,9.2
2013,12,14,13,9.2
2013,12,14,14,9.1
2013,12,14,15,8.9
2013,12,14,16,9.1
2013,12,14,17,9.1
2013,12,14,18,9.1
2013,12,14,19,9.2
2013,12,14,20,9.2
2013,12,14,21,9.2
2013,12,14,22,9.2
2013,12,14,23,9.2
2013,12,15,0,9.2
2013,12,15,1,9.2
2013,12,15,2,9.1
2013,12,15,3,9.1
2013,12,15,4,9
2013,12,15,5,9
2013,12,15,6,9.1
2013,12,15,7,9.1
2013,12,15,8,9
2013,12,15,9,9.1
2013,12,15,10,9.1
2013,12,15,11,9.1
2013,12,15,12,9.1
2013,12,15,13,9.1
2013,12,15,14,9
2013,12,15,15,9
2013,12,15,16,8.9
2013,12,15,17,8.9
2013,12,15,18,8.9
2013,12,15,19,9
2013,12,15,20,9
2013,12,15,21,9.1
2013,12,15,22,9.2
2013,12,15,23,9.2
2013,12,16,0,9.3
2013,12,16,1,9.3
2013,12,16,2,9.1
2013,12,16,3,9.1
2013,12,16,4,9.1
2013,12,16,5,9.1
2013,12,16,6,9
2013,12,16,7,9.3
2013,12,16,8,9.3
2013,12,16,9,9.3
2013,12,16,10,9.3
2013,12,16,11,9.2
2013,12,16,12,9.1
2013,12,16,13,9
2013,12,16,14,9
2013,12,16,15,9
2013,12,16,16,9
2013,12,16,17,9.1
2013,12,16,18,9.1
2013,12,16,19,9.1
2013,12,16,20,9.1
2013,12,16,21,9.2
2013,12,16,22,9.2
2013,12,16,23,9.2
2013,12,17,0,9.1
2013,12,17,1,9.1
2013,12,17,2,9.1
2013,12,17,3,9.1
2013,12,17,4,9.1
2013,12,17,5,9.1
2013,12,17,6,9.1
2013,12,17,7,9.1
2013,12,17,8,9.1
2013,12,17,9,9.1
2013,12,17,10,9.1
2013,12,17,11,9
2013,12,17,12,9
2013,12,17,13,9
2013,12,17,14,9
2013,12,17,15,9
2013,12,17,16,9
2013,12,17,17,9.1
2013,12,17,18,9.1
2013,12,17,19,9.1
2013,12,17,20,9.1
2013,12,17,21,9.1
2013,12,17,22,9.1
2013,12,17,23,9.1
2013,12,18,0,9.1
2013,12,18,1,9.1
2013,12,18,2,9.1
2013,12,18,3,9.1
2013,12,18,4,9.1
2013,12,18,5,9.2
2013,12,18,6,9.2
2013,12,18,7,9.2
2013,12,18,8,9.2
2013,12,18,9,9.3
2013,12,18,10,9.3
2013,12,18,11,9.4
2013,12,18,12,9.3
2013,12,18,13,9.4
2013,12,18,14,9.4
2013,12,18,15,9.3
2013,12,18,16,9.3
2013,12,18,17,9.3
2013,12,18,18,9.3
2013,12,18,19,9.3
2013,12,18,20,9.3
2013,12,18,21,9.3
2013,12,18,22,9.3
2013,12,18,23,9.3
2013,12,19,0,9.3
2013,12,19,1,9.3
2013,12,19,2,9.3
2013,12,19,3,9.3
2013,12,19,4,9.3
2013,12,19,5,9.2
2013,12,19,6,9.2
2013,12,19,7,9.2
2013,12,19,8,9.2
2013,12,19,9,9.2
2013,12,19,10,9.1
2013,12,19,11,9.1
2013,12,19,12,9.1
2013,12,19,13,9
2013,12,19,14,9
2013,12,19,15,9
2013,12,19,16,8.9
2013,12,19,17,8.9
2013,12,19,18,9
2013,12,19,19,9.1
2013,12,19,20,9.1
2013,12,19,21,9.1
2013,12,19,22,9.1
2013,12,19,23,9.1
2013,12,20,0,9.1
2013,12,20,1,9.1
2013,12,20,2,9.1
2013,12,20,3,9.1
2013,12,20,4,9.1
2013,12,20,5,9.1
2013,12,20,6,9.1
2013,12,20,7,9.1
2013,12,20,8,9.1
2013,12,20,9,9.1
2013,12,20,10,9.1
2013,12,20,11,9.1
2013,12,20,12,9.1
2013,12,20,13,9
2013,12,20,14,9
2013,12,20,15,9
2013,12,20,16,9
2013,12,20,17,9
2013,12,20,18,9
2013,12,20,19,9
2013,12,20,20,9
2013,12,20,21,9.1
2013,12,20,22,9.1
2013,12,20,23,9.1
2013,12,21,0,9.1
2013,12,21,1,9.1
2013,12,21,2,9.1
2013,12,21,3,9.1
2013,12,21,4,9.1
2013,12,21,5,9.1
2013,12,21,6,9.1
2013,12,21,7,9
2013,12,21,8,9
2013,12,21,9,9
2013,12,21,10,9
2013,12,21,11,9
2013,12,21,12,9.1
2013,12,21,13,9.1
2013,12,21,14,9.1
2013,12,21,15,9.1
2013,12,21,16,9.1
2013,12,21,17,9.1
2013,12,21,18,9.1
2013,12,21,19,9.1
2013,12,21,20,9.2
2013,12,21,21,9.2
2013,12,21,22,9.3
2013,12,21,23,9.2
2013,12,22,0,9.2
2013,12,22,1,9.1
2013,12,22,2,9
2013,12,22,3,9.1
2013,12,22,4,9.1
2013,12,22,5,9.1
2013,12,22,6,9.1
2013,12,22,7,9
2013,12,22,8,9
2013,12,22,9,9.1
2013,12,22,10,9.2
2013,12,22,11,9.1
2013,12,22,12,9.2
2013,12,22,13,9.2
2013,12,22,14,9.2
2013,12,22,15,9.3
2013,12,22,16,9.3
2013,12,22,17,9.3
2013,12,22,18,9.3
2013,12,22,19,9.4
2013,12,22,20,9.4
2013,12,22,21,9.6
2013,12,22,22,9.6
2013,12,22,23,9.5
2013,12,23,0,9.4
2013,12,23,1,9.4
2013,12,23,2,9.4
2013,12,23,3,9.4
2013,12,23,4,9.3
2013,12,23,5,9.2
2013,12,23,6,9.3
2013,12,23,7,9.3
2013,12,23,8,9.5
2013,12,23,9,9.7
2013,12,23,10,9.7
2013,12,23,11,9.7
2013,12,23,12,9.7
2013,12,23,13,9.7
2013,12,23,14,9.6
2013,12,23,15,9.6
2013,12,23,16,9.6
2013,12,23,17,9.5
2013,12,23,18,9.5
2013,12,23,19,9.5
2013,12,23,20,9.5
2013,12,23,21,9.8
2013,12,23,22,9.9
2013,12,23,23,9.9
2013,12,24,0,9.9
2013,12,24,1,9.8
2013,12,24,2,9.8
2013,12,24,3,9.7
2013,12,24,4,9.6
2013,12,24,5,9.6
2013,12,24,6,9.5
2013,12,24,7,9.5
2013,12,24,8,9.4
2013,12,24,9,9.4
2013,12,24,10,9.4
2013,12,24,11,9.4
2013,12,24,12,9.5
2013,12,24,13,9.5
2013,12,24,14,9.5
2013,12,24,15,9.5
2013,12,24,16,9.5
2013,12,24,17,9.5
2013,12,24,18,9.6
2013,12,24,19,9.6
2013,12,24,20,9.6
2013,12,24,21,9.7
2013,12,24,22,9.7
2013,12,24,23,9.8
2013,12,25,0,9.8
2013,12,25,1,9.8
2013,12,25,2,9.8
2013,12,25,3,9.7
2013,12,25,4,9.7
2013,12,25,5,9.6
2013,12,25,6,9.6
2013,12,25,7,9.6
2013,12,25,8,9.6
2013,12,25,9,9.6
2013,12,25,10,9.7
2013,12,25,11,9.7
2013,12,25,12,9.7
2013,12,25,13,9.7
2013,12,25,14,9.7
2013,12,25,15,9.7
2013,12,25,16,9.6
2013,12,25,17,9.4
2013,12,25,18,9.4
2013,12,25,19,9.4
2013,12,25,20,9.4
2013,12,25,21,9.4
2013,12,25,22,9.4
2013,12,25,23,9.5
2013,12,26,0,9.7
2013,12,26,1,9.7
2013,12,26,2,9.6
2013,12,26,3,9.4
2013,12,26,4,9.3
2013,12,26,5,9.2
2013,12,26,6,9.1
2013,12,26,7,9.1
2013,12,26,8,9.1
2013,12,26,9,9.1
2013,12,26,10,9.1
2013,12,26,11,9.1
2013,12,26,12,9.2
2013,12,26,13,9.3
2013,12,26,14,9.3
2013,12,26,15,9.2
2013,12,26,16,9.1
2013,12,26,17,8.9
2013,12,26,18,8.9
2013,12,26,19,8.9
2013,12,26,20,9
2013,12,26,21,9.1
2013,12,26,22,8.9
2013,12,26,23,9.2
2013,12,27,0,9.4
2013,12,27,1,9.7
2013,12,27,2,9.7
2013,12,27,3,9.6
2013,12,27,4,9.5
2013,12,27,5,9.3
2013,12,27,6,9
2013,12,27,7,8.8
2013,12,27,8,8.8
2013,12,27,9,8.7
2013,12,27,10,8.7
2013,12,27,11,8.7
2013,12,27,12,8.6
2013,12,27,13,8.7
2013,12,27,14,9.6
2013,12,27,15,9.8
2013,12,27,16,9.8
2013,12,27,17,9.8
2013,12,27,18,9.7
2013,12,27,19,9.7
2013,12,27,20,9.7
2013,12,27,21,9.5
2013,12,27,22,9.4
2013,12,27,23,9.7
2013,12,28,0,9.8
2013,12,28,1,9.8
2013,12,28,2,9.7
2013,12,28,3,9.7
2013,12,28,4,9.7
2013,12,28,5,9.6
2013,12,28,6,9.7
2013,12,28,7,9.5
2013,12,28,8,9.4
2013,12,28,9,9.3
2013,12,28,10,9.2
2013,12,28,11,9.2
2013,12,28,12,9.2
2013,12,28,13,9.3
2013,12,28,14,9.3
2013,12,28,15,9.4
2013,12,28,16,9.4
2013,12,28,17,9.4
2013,12,28,18,9
2013,12,28,19,9
2013,12,28,20,9.1
2013,12,28,21,9.1
2013,12,28,22,9.1
2013,12,28,23,9.1
2013,12,29,0,9.4
2013,12,29,1,9.6
2013,12,29,2,9.9
2013,12,29,3,9.8
2013,12,29,4,9.7
2013,12,29,5,9.5
2013,12,29,6,9.3
2013,12,29,7,9.4
2013,12,29,8,9
2013,12,29,9,8.8
2013,12,29,10,8.8
2013,12,29,11,8.8
2013,12,29,12,8.9
2013,12,29,13,9.6
2013,12,29,14,9.7
2013,12,29,15,9.7
2013,12,29,16,9.7
2013,12,29,17,9.7
2013,12,29,18,9.6
2013,12,29,19,9.7
2013,12,29,20,9.7
2013,12,29,21,9.7
2013,12,29,22,9.7
2013,12,29,23,9.7
2013,12,30,0,9.7
2013,12,30,1,9.6
2013,12,30,2,9.7
2013,12,30,3,9.6
2013,12,30,4,9.7
2013,12,30,5,9.6
2013,12,30,6,9.1
2013,12,30,7,9
2013,12,30,8,9.1
2013,12,30,9,9
2013,12,30,10,9.2
2013,12,30,11,9.4
2013,12,30,12,9.3
2013,12,30,13,9.1
2013,12,30,14,9.5
2013,12,30,15,9.6
2013,12,30,16,9.6
2013,12,30,17,9.6
2013,12,30,18,9.5
2013,12,30,19,9.2
2013,12,30,20,9.1
2013,12,30,21,9.1
2013,12,30,22,9.2
2013,12,30,23,9.2
2013,12,31,0,9.6
2013,12,31,1,9.6
2013,12,31,2,9.6
2013,12,31,3,9.6
2013,12,31,4,9.5
2013,12,31,5,9.5
2013,12,31,6,9.5
2013,12,31,7,9.4
2013,12,31,8,9.1
2013,12,31,9,8.9
2013,12,31,10,8.9
2013,12,31,11,9
2013,12,31,12,9.6
2013,12,31,13,9.6
2013,12,31,14,9.6
2013,12,31,15,9.6
2013,12,31,16,9.6
2013,12,31,17,9.6
2013,12,31,18,9.6
2013,12,31,19,9.7
2013,12,31,20,9.7
2013,12,31,21,9.7
2013,12,31,22,9.8
