DN,SS,SB,BP,TB,TS
735278.0347222222,6.8164158308257,24.823524982976085,2.91045,9.2,8.57
735278.0381944445,6.707682076084723,24.607296246676114,2.87585,9.18,8.57
735278.0416666666,6.38064567854439,23.228242241534836,2.844749999999999,9.16,8.53
735278.0451388889,6.472337530365617,22.382086300407618,2.8067499999999996,9.13,8.55
735278.0486111111,6.609963682239793,21.703624860098863,2.7753500000000004,9.1,8.57
735278.0520833334,6.6892495880224985,21.305920706181183,2.74075,9.07,8.59
735278.0555555555,6.689158716741065,19.771677069183347,2.706150000000001,9.0,8.61
735278.0590277778,6.569444557795277,19.44430070434943,2.67855,8.99,8.59
735278.0625,6.479136415386402,18.064995277423698,2.647150000000001,8.93,8.61
735278.0659722222,6.444346888872494,16.88777114473502,2.61255,8.87,8.61
735278.0694444445,6.130860853180359,16.22817475351468,2.5776499999999998,8.85,8.58
735278.0729166666,6.233567729676627,15.294732205028527,2.5465500000000008,8.8,8.62
735278.0763888889,6.272089384365776,15.089558044207518,2.5116500000000004,8.78,8.62
735278.0798611111,6.505109578888229,15.132099653733686,2.480550000000001,8.77,8.62
735278.0833333334,6.428093752438445,14.857811570706028,2.44945,8.74,8.61
735278.0868055555,6.593381903946317,13.74241296862775,2.41485,8.71,8.62
735278.0902777778,6.502740159043574,12.81145441947228,2.38035,8.67,8.59
735278.09375,5.8630833379299006,11.067238549792686,2.34885,8.62,8.54
735278.0972222222,5.736525616081351,8.903911371935202,2.317450000000001,8.53,8.51
735278.1006944445,5.541603129427603,6.077913606980438,2.27915,8.39,8.5
735278.1041666666,5.285126017282075,5.561389916080655,2.24765,8.37,8.4
735278.1076388889,4.843430724375686,5.29946826338088,2.2165500000000007,8.34,8.36
735278.1111111111,4.619564306877705,4.788198909633876,2.182050000000001,8.3,8.35
735278.1145833334,4.238964794310383,4.4841397450768925,2.1505500000000013,8.3,8.33
735278.1180555555,3.645725140297731,3.887119110826586,2.1229500000000003,8.25,8.31
735278.1215277778,3.1474579697632032,3.460654379599365,2.091850000000001,8.24,8.29
735278.125,2.4814762735145703,2.8225088168709656,2.0538499999999997,8.2,8.25
735278.1284722222,2.2294433131886873,2.470704832196883,2.0258499999999997,8.17,8.23
735278.1319444445,1.9809395243103736,2.140795572455485,1.9912500000000009,8.14,8.21
735278.1354166666,1.6815878263805684,1.8049037436935305,1.96365,8.13,8.2
735278.1388888889,1.5037839664858486,1.593665067394864,1.94285,8.12,8.2
735278.1423611111,1.4162020351271418,1.5288072499926413,1.9152500000000003,8.13,8.2
735278.1458333334,1.1300794565444434,1.2798902309603082,1.8944500000000004,8.1,8.17
735278.1493055555,1.027971457900427,1.2429868508727142,1.8599500000000007,8.12,8.17
735278.1527777778,1.009276276835112,1.1198153008910663,1.8354500000000002,8.1,8.18
735278.15625,0.8745278223007293,1.0104276007140722,1.8146500000000003,8.1,8.18
735278.1597222222,0.7415902560986468,0.8553597452355303,1.8008499999999998,8.09,8.16
735278.1631944445,0.6748221747225222,0.80471345970959,1.7766500000000007,8.09,8.16
735278.1666666666,0.6021748523331069,0.7025901617030379,1.75595,8.07,8.14
735278.1701388889,0.6157886123290086,0.6666104910663917,1.7351500000000002,8.07,8.17
735278.1736111111,0.503536490469367,0.602946796462251,1.7144500000000007,8.07,8.14
735278.1770833334,0.4801429292694678,0.5939016752681482,1.7006500000000002,8.07,8.14
735278.1805555555,0.3735068344867231,0.5060815646984217,1.6902500000000003,8.03,8.09
735278.1840277778,0.3875891258639172,0.502255860229008,1.6798500000000005,8.05,8.1
735278.1875,0.39173605149472823,0.48568844755880636,1.669550000000001,8.05,8.12
735278.1909722222,0.31409588475683364,0.33384705084710936,1.659150000000001,7.99,8.08
735278.1944444445,0.33342620481882385,0.42173655373513275,1.6522500000000009,8.03,8.1
735278.1979166666,0.3018729464162135,0.3561093078307708,1.641850000000001,8.01,8.08
735278.2013888889,0.3261610994441376,0.41516022803536323,1.6349500000000006,8.03,8.1
735278.2048611111,0.32683798251022517,0.38533259932529945,1.6349500000000006,8.03,8.09
735278.2083333334,0.2969755080766949,0.3400265758511284,1.6349500000000006,8.01,8.08
735278.2118055555,0.2890889782465341,0.33044343273981863,1.6349500000000006,7.99,8.08
735278.2152777778,0.3157673535713644,0.3723463247631462,1.6383499999999998,8.02,8.09
735278.21875,0.28719183439029894,0.3764799395560372,1.6522500000000009,8.03,8.08
735278.2222222222,0.3031790909193782,0.36432266880780817,1.65565,8.02,8.09
735278.2256944445,0.25437131728494805,0.28796737430989955,1.6795500000000003,7.99,8.06
735278.2291666666,0.2635982900651497,0.3211289130618966,1.7037500000000008,7.99,8.06
735278.2326388889,0.2164965841961553,0.23371188697848297,1.74525,7.95,8.03
735278.2361111111,0.17381771429849385,0.21290627478282478,1.7867500000000007,7.95,7.99
735278.2395833334,0.1741753528207358,0.1856679986990173,1.8281500000000008,7.94,7.99
735278.2430555555,0.15107684761755147,0.16379797643176414,1.8662500000000009,7.92,7.97
735278.2465277778,0.15591723004114594,0.17982532264066917,1.907350000000001,7.94,7.97
735278.25,0.14816805205324304,0.15802578613805418,1.93155,7.91,7.95
735278.2534722222,0.14745698213681938,0.14856835568990456,1.9557500000000005,7.91,7.95
735278.2569444445,0.14695932046946358,0.13143661256682532,1.997250000000001,7.89,7.95
735278.2604166666,0.14567995069148867,0.12112760663651757,2.031750000000001,7.89,7.95
735278.2638888889,0.1475991844005155,0.12705691308026254,2.06635,7.88,7.95
735278.2673611111,0.14880813993527256,0.12364435121476407,2.09405,7.88,7.95
735278.2708333334,0.14713999291599367,0.12847997132430972,2.1423500000000004,7.88,7.94
735278.2743055555,0.16219082287942238,0.2231161264198551,2.173450000000001,7.92,7.97
735278.2777777778,0.29436890268767446,0.36187645248399697,2.20145,7.99,8.05
735278.28125,0.36253925703179135,0.41539126247041586,2.2325500000000007,8.01,8.08
735278.2847222222,0.4006889221782429,0.4296794000764543,2.2740500000000012,8.01,8.08
735278.2881944445,0.35794478284077014,0.3935890059110258,2.3120500000000006,7.99,8.06
735278.2916666666,0.33726968287579123,0.36056496988081643,2.34315,7.98,8.05
735278.2951388889,0.34632354463432535,0.36567307918495795,2.3777500000000003,7.96,8.05
735278.2986111111,0.3422736745332438,0.36822159830634016,2.4122500000000002,7.98,8.05
735278.3020833334,0.3794671907197854,0.4726444811593959,2.443350000000001,7.99,8.05
735278.3055555555,0.45237829864419715,0.6381353899170091,2.4848500000000002,8.01,8.06
735278.3090277778,0.5505827276985681,0.7180663990407138,2.5194500000000004,8.01,8.08
735278.3125,0.791313238965317,1.2956778291523914,2.5539500000000004,8.05,8.09
735278.3159722222,2.102787373182752,4.269918584390043,2.5992500000000005,8.23,8.14
735278.3194444445,3.730457782603969,6.388048282973035,2.64135,8.37,8.27
735278.3229166666,4.385369156834903,7.148874086993045,2.679650000000001,8.45,8.33
735278.3263888889,5.554754236753002,7.7819357942382075,2.7180500000000007,8.49,8.42
735278.3298611111,6.314639371330439,9.028218565613441,2.756050000000002,8.55,8.47
735278.3333333334,6.913591114054842,10.286349250713315,2.808250000000001,8.6,8.51
735278.3368055555,8.328101728105574,11.913228995833487,2.853450000000001,8.68,8.59
735278.3402777778,9.291188446273768,13.424192468500605,2.8984499999999995,8.75,8.63
735278.34375,10.007901019197247,16.89648257277153,2.9471499999999993,8.87,8.68
735278.3472222222,7.813263127809183,20.065828561447013,2.992350000000002,8.95,8.53
735278.3506944445,9.627916624626968,22.878971173258382,3.0376499999999993,9.05,8.62
735278.3541666666,12.997049928671494,24.615193335314814,3.089850000000001,9.09,8.78
735278.3576388889,13.386542986025585,25.921154046013843,3.1313500000000003,9.13,8.78
735278.3611111111,17.306411378378833,26.784073980249868,3.18005,9.16,8.92
735278.3645833334,19.414464761445913,27.455671132701895,3.2214500000000017,9.18,8.97
735278.3680555555,23.190068644916426,27.794737476280794,3.2664500000000003,9.2,9.1
735278.3715277778,25.727141408432402,28.057471907602782,3.311350000000002,9.21,9.21
735278.375,25.960116115962357,28.189667343553975,3.352850000000001,9.23,9.22
735278.3784722222,26.461459355382015,28.35827273923252,3.3946500000000013,9.21,9.25
735278.3819444445,27.133909219542325,28.466638801915376,3.432650000000001,9.23,9.26
735278.3854166666,27.361989754715104,28.573577471269264,3.4672500000000013,9.23,9.27
735278.3888888889,27.579480246653684,28.619778670875718,3.5121499999999997,9.23,9.29
735278.3923611111,27.795933471564382,28.687702746304126,3.5466499999999996,9.23,9.3
735278.3958333334,28.034198020186306,28.83727155989136,3.58125,9.23,9.32
735278.3993055555,28.010905449383362,28.89210627951962,3.622749999999999,9.24,9.3
735278.4027777778,27.880865226546643,28.9615466416452,3.65385,9.24,9.3
735278.40625,27.9498250919109,29.03784235242991,3.6918499999999996,9.24,9.3
735278.4097222222,28.00810045872605,29.097033797006443,3.72295,9.23,9.3
735278.4131944445,28.08062341750269,29.092103887067175,3.75745,9.24,9.3
735278.4166666666,28.112611384482324,29.17238149380174,3.77475,9.24,9.32
735278.4201388889,27.092942352028693,29.227194136774667,3.798949999999999,9.24,9.25
735278.4236111111,28.173433962868092,29.236935419132358,3.8196500000000015,9.24,9.3
735278.4270833334,28.259838186923115,29.202857410458527,3.8404500000000015,9.25,9.32
735278.4305555555,28.26264425423997,29.182016761300382,3.84735,9.24,9.32
735278.4340277778,28.271166560015423,29.228756814846513,3.86465,9.25,9.32
735278.4375,28.150324624717,29.246573491769286,3.86465,9.24,9.29
735278.4409722222,28.18195785038239,29.2595285500181,3.88535,9.24,9.3
735278.4444444445,28.15874600675943,29.24988991465303,3.874950000000001,9.24,9.29
735278.4479166666,28.13057175045419,29.220769269761504,3.878450000000001,9.24,9.29
735278.4513888889,28.091278014689337,29.204604298565645,3.8680499999999993,9.24,9.29
735278.4548611111,28.271166560015423,29.20781647467867,3.857650000000001,9.24,9.32
735278.4583333334,28.289880353033706,29.201392168980814,3.8507499999999992,9.24,9.3
735278.4618055555,28.27844148507347,29.15622005010468,3.8369500000000016,9.24,9.3
735278.4652777778,28.312759518166853,29.141894107491815,3.8196500000000015,9.23,9.3
735278.46875,27.610993733495018,29.125834522824956,3.7885500000000008,9.23,9.27
735278.4722222222,25.06405366873675,29.106668155333807,3.771350000000001,9.23,9.15
735278.4756944445,25.37180692347548,29.030019271715837,3.7436499999999997,9.23,9.18
735278.4791666666,25.360999475691802,28.953811036836484,3.72295,9.23,9.18
735278.4826388889,26.34760986412464,28.938075652027255,3.7021500000000005,9.23,9.21
735278.4861111111,25.080224431653644,28.866047423400197,3.6849500000000006,9.21,9.19
735278.4895833334,26.64333868577239,28.781474940907714,3.6503500000000004,9.21,9.25
735278.4930555555,12.930026673771783,28.699380334897718,3.6189500000000008,9.2,8.69
735278.4965277778,9.825728332647257,28.609885762658692,3.594749999999999,9.2,8.59
735278.5,7.9962068282150565,28.545451519069026,3.5670500000000005,9.2,8.51
735278.5034722222,8.18060502915675,28.147984379058983,3.5428500000000014,9.17,8.5
735278.5069444445,8.444736014239131,27.749096269589394,3.504850000000002,9.17,8.5
735278.5104166666,6.327628313221453,27.809424441140944,3.4737500000000012,9.17,8.39
735278.5138888889,6.602275373199292,27.965839889108548,3.4426500000000004,9.17,8.39
735278.5173611111,7.647063460537713,28.08692639556448,3.4115499999999996,9.18,8.44
735278.5208333334,7.6869617259770795,28.030151344426987,3.3770499999999997,9.17,8.44
735278.5243055555,7.090689137365177,27.977503320512557,3.349350000000001,9.17,8.43
735278.5277777778,6.60203055986156,28.088905010578692,3.314850000000001,9.17,8.38
735278.53125,6.9937627901658495,27.89607875941044,3.276750000000001,9.17,8.4
735278.5347222222,7.0056544714272215,27.722627582038278,3.2456500000000004,9.16,8.39
735278.5381944445,6.965546884953048,27.452946936763553,3.207650000000001,9.14,8.4
735278.5416666666,7.010256675491898,27.40688642680317,3.173150000000001,9.16,8.39
735278.5451388889,7.307066482795432,27.352911971337303,3.1420500000000002,9.14,8.4
735278.5486111111,6.847911852248942,27.133635726821083,3.10395,9.14,8.38
735278.5520833334,6.715835783843528,26.867428692707264,3.07285,9.13,8.38
735278.5555555555,6.842698944318191,26.635683572823527,3.03835,9.11,8.38
735278.5590277778,6.674108602498502,26.45012590338191,3.003450000000001,9.11,8.36
735278.5625,6.56312206323698,26.152249092009548,2.9757499999999992,9.09,8.36
735278.5659722222,6.315296462763507,25.867447160519276,2.93775,9.09,8.35
735278.5694444445,6.030489105153568,25.44675325683625,2.9066500000000017,9.06,8.32
735278.5729166666,6.129254366328545,24.671717150684433,2.8686499999999997,9.03,8.32
735278.5763888889,5.698147696099102,24.47232952973096,2.8409500000000008,9.02,8.29
735278.5798611111,5.728061012585845,23.811349037364486,2.8060500000000017,8.99,8.31
735278.5833333334,5.703208148826796,22.902630957620236,2.7784500000000008,8.95,8.29
735278.5868055555,6.0511602942072305,22.602568858522755,2.74735,8.93,8.32
735278.5902777778,5.863493747766654,21.674383086646174,2.712750000000001,8.89,8.31
735278.59375,6.143738267025467,21.025563325249205,2.6813500000000006,8.87,8.33
735278.5972222222,6.094185235472148,19.99381942428519,2.650250000000001,8.82,8.32
735278.6006944445,6.242099412938395,18.731799841587485,2.6188500000000006,8.77,8.33
735278.6041666666,6.132809638153682,17.555707598155035,2.58425,8.73,8.35
735278.6076388889,6.066854108731313,16.604008242141475,2.553150000000001,8.67,8.35
735278.6111111111,5.812481355247401,16.06306845859873,2.52175,8.64,8.32
735278.6145833334,6.072194959585488,15.124747279249378,2.487150000000001,8.59,8.35
735278.6180555555,6.162967604408127,15.347189656922533,2.459150000000001,8.6,8.36
735278.6215277778,6.340569409203785,14.708097975115797,2.4280500000000003,8.57,8.38
735278.625,6.5625666425712526,14.367887822952005,2.3969500000000012,8.57,8.39
735278.6284722222,6.435649529745055,13.990203107983648,2.369250000000001,8.55,8.39
735278.6319444445,7.262682529891488,12.823721193902758,2.34165,8.49,8.4
735278.6354166666,6.614800922447813,11.685319035940008,2.306750000000001,8.46,8.42
735278.6388888889,6.32778325052429,7.719844079758492,2.2718500000000006,8.28,8.42
735278.6423611111,6.18540700636523,7.44058702989219,2.2439500000000008,8.27,8.36
735278.6458333334,5.913010148658173,6.726815264289621,2.216250000000001,8.24,8.35
735278.6493055555,5.77156394248979,6.034664437933955,2.18515,8.23,8.33
735278.6527777778,5.401704472658113,5.620577514086912,2.160950000000001,8.24,8.29
735278.65625,5.016392871900253,5.287412626048827,2.13335,8.21,8.25
735278.6597222222,4.623003529605504,4.816645788020284,2.10535,8.17,8.23
735278.6631944445,4.294559798084191,4.627585934629906,2.0776499999999998,8.16,8.23
735278.6666666666,4.030703619213317,4.136748888625647,2.0534500000000007,8.13,8.2
735278.6701388889,3.861571058191184,3.979862660561076,2.0258499999999997,8.12,8.18
735278.6736111111,3.6265513205613984,3.813652752768805,2.001350000000001,8.12,8.18
735278.6770833334,3.4837196676767257,3.6648993715743585,1.980550000000001,8.13,8.18
735278.6805555555,3.2611055266256463,3.518245594274323,1.9567500000000009,8.12,8.18
735278.6840277778,3.019357489532072,3.3120094385598473,1.9325500000000004,8.12,8.17
735278.6875,2.882664481870075,3.252838380325856,1.90835,8.13,8.17
735278.6909722222,2.6412235356788902,2.9577336106600534,1.8944500000000004,8.12,8.18
735278.6944444445,2.460504760545499,2.724077176423675,1.8734500000000012,8.12,8.18
735278.6979166666,2.3546739780273604,2.5283777071008666,1.8530500000000003,8.1,8.18
735278.7013888889,2.2763634191467244,2.4016843725748163,1.8423500000000004,8.1,8.17
735278.7048611111,2.240227586396797,2.307316018763924,1.82855,8.1,8.2
735278.7083333334,2.1197588572795145,2.233589388185405,1.81815,8.1,8.18
735278.7118055555,2.074923885017848,2.23639706877768,1.80775,8.14,8.21
735278.7152777778,1.9340580298236916,2.0741435904065573,1.7977500000000006,8.14,8.21
735278.71875,1.614433706933793,1.9716273816227123,1.794250000000001,8.14,8.2
735278.7222222222,1.712416733418453,1.868897490778497,1.7908500000000003,8.14,8.23
735278.7256944445,1.3656722124143115,1.7696914529656569,1.8011499999999998,8.14,8.21
735278.7291666666,1.3965753570546116,1.7272762814383675,1.8149500000000003,8.16,8.21
735278.7326388889,1.3198763682116395,1.7051035292623,1.81845,8.17,8.23
735278.7361111111,1.0442919774264297,1.5895545283868493,1.8288499999999999,8.19,8.21
735278.7395833334,0.9895893303332292,1.211240334340905,1.8426500000000003,8.14,8.21
735278.7430555555,1.1110128422585486,1.3057112555535504,1.8668500000000008,8.17,8.24
735278.7465277778,0.9396304638936434,1.0924112006040996,1.8979500000000002,8.14,8.23
735278.75,0.802960148755021,0.9004011350873974,1.9221500000000007,8.14,8.21
735278.7534722222,0.8294672984014096,0.9709912203163752,1.96015,8.16,8.23
735278.7569444445,0.8015821970870795,0.8833440183971105,1.9774500000000004,8.14,8.21
735278.7604166666,0.8029688743398458,0.9345884758118997,2.0050499999999998,8.16,8.23
735278.7638888889,0.8011422375220744,1.0439317683725082,2.0465500000000008,8.19,8.25
735278.7673611111,0.8090255662991991,1.0377601828751577,2.0673500000000002,8.19,8.27
735278.7708333334,0.8006932290573913,1.011632444886136,2.098450000000001,8.14,8.27
735278.7743055555,0.5615463097180518,0.9497126727646952,2.1260500000000007,8.17,8.25
735278.7777777778,0.5175342978994762,0.897702165000599,2.153750000000001,8.21,8.27
735278.78125,0.5729365220841184,1.0159035726659538,2.18485,8.19,8.27
735278.7847222222,0.7254169401163927,1.0215992801695373,2.2090500000000004,8.19,8.25
735278.7881944445,0.8238673950784428,1.1609351080947585,2.24015,8.21,8.27
735278.7916666666,1.009100834915699,1.1662797325259306,2.274650000000001,8.21,8.29
735278.7951388889,1.1513329736388864,1.193669164174043,2.3023499999999997,8.24,8.32
735278.7986111111,1.2489583179589632,1.310097380711965,2.33725,8.24,8.35
735278.8020833334,1.3515423799661475,1.4076108617196867,2.3614500000000005,8.23,8.33
735278.8055555555,1.480410210555889,1.5204241442472266,2.38905,8.23,8.36
735278.8090277778,1.5937865709337529,1.6727614096744414,2.41635,8.2,8.32
735278.8125,1.6873125979782462,1.782130275750815,2.447450000000001,8.19,8.31
735278.8159722222,1.7823689728908456,1.9130676647600833,2.482050000000001,8.2,8.29
735278.8194444445,1.9852822427294095,2.291381855794754,2.5096500000000006,8.24,8.32
735278.8229166666,2.238330660578798,2.7415701719324823,2.5376500000000006,8.27,8.36
735278.8263888889,2.573307388433991,2.81454672363624,2.56875,8.28,8.36
735278.8298611111,2.7982722033106353,3.434501014925176,2.599850000000001,8.31,8.39
735278.8333333334,3.5930931000029043,6.570326525362766,2.6313500000000003,8.45,8.44
735278.8368055555,5.672249149266528,8.115579016974985,2.66965,8.48,8.55
735278.8402777778,7.524862573097016,9.97077453079896,2.711150000000001,8.53,8.58
735278.84375,4.379138668166492,11.212059490247414,2.739150000000001,8.59,8.68
735278.8472222222,2.887541587971464,11.563727988626988,2.773650000000001,8.6,8.97
735278.8506944445,3.2421455705036295,12.116099192419245,2.808250000000001,8.64,8.91
735278.8541666666,3.704326921098494,12.619201353020362,2.8500500000000017,8.7,8.97
735278.8576388889,4.407463661331201,13.64143500814444,2.8845500000000017,8.78,9.25
735278.8611111111,9.834016461255326,14.420847455499901,2.9263499999999993,8.8,9.07
735278.8645833334,13.39616066983136,15.553009943588675,2.9644499999999994,8.82,8.89
735278.8680555555,13.923737019543296,17.126581548740972,2.999350000000001,8.87,8.91
735278.8715277778,11.572790620866922,18.995597159226165,3.030450000000002,8.93,9.17
735278.875,12.320049454273535,20.796327187952055,3.079150000000001,9.05,9.14
735278.8784722222,13.274184405189006,23.03960581110344,3.11405,9.13,9.15
735278.8819444445,14.392573522466725,25.06291685795966,3.152350000000001,9.2,9.17
735278.8854166666,15.766150246019269,25.894962417664388,3.1869500000000017,9.23,9.18
735278.8888888889,16.763383979118448,26.502820891005577,3.22525,9.24,9.27
735278.8923611111,18.315747039479515,27.125371416898528,3.2563500000000003,9.28,9.32
735278.8958333334,19.726539819348297,27.60369272239654,3.2840499999999992,9.31,9.36
735278.8993055555,21.502640153431816,27.956716162542826,3.325550000000001,9.32,9.42
735278.9027777778,22.172838604162514,28.217571810805577,3.3465499999999992,9.35,9.48
735278.90625,23.009275953411624,28.44554740465388,3.3811499999999994,9.36,9.53
735278.9097222222,24.061043622139092,28.5960204817817,3.4122500000000002,9.36,9.56
735278.9131944445,25.061073499476727,28.7041742351021,3.426050000000001,9.38,9.53
735278.9166666666,25.59749331148291,28.764978740680682,3.460650000000001,9.39,9.51
735278.9201388889,25.71653986461173,28.81494674559282,3.474450000000002,9.41,9.52
735278.9236111111,25.47953285187414,28.791154713832526,3.491750000000002,9.42,9.56
735278.9270833334,24.29604151770391,28.828947338679065,3.5162499999999994,9.42,9.64
735278.9305555555,23.90672044012317,28.84932535599481,3.5301500000000003,9.43,9.66
735278.9340277778,23.471704249026374,28.915585403868256,3.554250000000002,9.45,9.71
735278.9375,25.532745132649566,28.94739949929322,3.56815,9.45,9.68
735278.9409722222,24.989504512917208,29.019223439168005,3.5819500000000004,9.46,9.59
735278.9444444445,26.406159122685548,29.025710893902787,3.5888499999999994,9.46,9.67
735278.9479166666,25.54256777873486,29.02890320350402,3.6026499999999997,9.46,9.72
735278.9513888889,25.78219947759763,28.987099016607797,3.5992500000000005,9.48,9.68
735278.9548611111,25.8128425109255,29.019105904333806,3.5888499999999994,9.48,9.57
735278.9583333334,25.976813553980225,28.987099016607797,3.5819500000000004,9.48,9.57
735278.9618055555,26.71165095192294,28.977528726658875,3.56815,9.48,9.57
735278.9652777778,26.587620376810182,28.97104586286169,3.5577500000000013,9.48,9.59
735278.96875,26.73902604331382,28.96147626923326,3.554250000000002,9.48,9.56
735278.9722222222,24.88298012528498,28.948903427723124,3.523150000000001,9.46,9.64
735278.9756944445,24.01490299980822,28.875827319213155,3.5093500000000004,9.46,9.55
735278.9791666666,22.798672138628685,28.83324013852603,3.502450000000002,9.45,9.66
735278.9826388889,24.549563603066314,28.757612552381964,3.47825,9.45,9.66
735278.9861111111,21.56426079194344,28.617127463770135,3.454050000000001,9.45,9.68
735278.9895833334,18.69204269678903,28.52788106995468,3.42645,9.43,9.49
735278.9930555555,17.1366021795644,28.457255207966817,3.4091499999999995,9.43,9.55
735278.9965277778,15.786883016405474,28.37966684996023,3.384950000000001,9.42,9.52
735279.0,14.86560846388954,28.260348959848262,3.35385,9.41,9.42
735279.0034722222,13.948837110101532,28.20440204858996,3.3331500000000007,9.42,9.41
735279.0069444445,7.5655288145098565,27.80303619272859,3.3054500000000018,9.42,9.18
735279.0104166666,6.227856324045296,27.07616079227288,3.277850000000001,9.41,9.19
735279.0138888889,7.809294462882298,27.677949039125796,3.2536500000000017,9.41,9.21
735279.0173611111,6.652182012253181,27.681807782583366,3.21875,9.42,9.17
735279.0208333334,6.6142763026677605,27.716335095045512,3.1845500000000015,9.42,9.12
735279.0243055555,6.4499107307903225,27.708608122411267,3.1533500000000005,9.43,9.06
735279.0277777778,6.652057238016555,27.60437185982596,3.125749999999999,9.42,9.1
735279.03125,6.275884089807705,27.178151739895878,3.0980500000000006,9.42,9.08
735279.0347222222,6.092922379559301,26.84106000942469,3.0631500000000016,9.41,9.06
735279.0381944445,5.993295911420908,26.30727906881784,3.0286500000000016,9.38,9.03
735279.0416666666,6.177082374266739,25.830645118807755,3.0009500000000005,9.38,9.03
735279.0451388889,6.416518035455053,25.605778066674667,2.9698499999999997,9.38,9.03
735279.0486111111,6.11989327630198,25.484452959089406,2.9422500000000014,9.36,9.02
735279.0520833334,6.209997696620548,25.29676935702036,2.907650000000001,9.36,8.97
735279.0555555555,6.224414315004065,25.094046032081785,2.8765500000000004,9.36,8.97
735279.0590277778,6.147947302833219,24.55129365051328,2.8454499999999996,9.35,8.92
735279.0625,5.748842545699799,24.29820412510775,2.8212500000000005,9.35,8.88
735279.0659722222,5.626394502151155,23.68212107415822,2.7866500000000003,9.32,8.89
735279.0694444445,5.549580920969397,22.847702085532934,2.7590499999999993,9.31,8.87
735279.0729166666,5.890782010999192,21.563054207585648,2.7275499999999995,9.28,8.92
735279.0763888889,5.719784740973102,21.05673480760015,2.699950000000001,9.27,8.91
735279.0798611111,5.567603263716178,20.2390534098466,2.672250000000001,9.25,8.91
735279.0833333334,5.260164661023291,19.0290177419017,2.6411500000000006,9.23,8.87
735279.0868055555,5.292759347233059,17.85724481594119,2.610050000000001,9.21,8.88
735279.0902777778,4.886243507640441,16.66467230325423,2.5786500000000006,9.17,8.84
735279.09375,4.802933270415548,15.452385274408005,2.547550000000001,9.16,8.82
735279.0972222222,4.695546628417988,14.515130517103987,2.512950000000001,9.11,8.84
735279.1006944445,4.76073405728155,13.709904178255085,2.48155,9.07,8.85
735279.1041666666,4.815856863767297,13.503050147325887,2.457350000000001,9.05,8.85
735279.1076388889,4.9469930498119075,13.103398305254734,2.429650000000001,9.05,8.88
735279.1111111111,4.647367647256293,12.40605227025642,2.395150000000001,9.0,8.89
735279.1145833334,4.289393923972142,11.250872610297758,2.36365,8.98,8.84
735279.1180555555,4.2249581081163825,9.909226512110697,2.32915,8.92,8.8
735279.1215277778,4.2238648808994155,9.462228853188366,2.298050000000001,8.89,8.8
735279.125,4.1084786721472994,8.403337032996923,2.2734500000000013,8.88,8.74
735279.1284722222,4.00738180490766,7.028442566218377,2.2423500000000005,8.81,8.74
735279.1319444445,3.778931354315424,4.02724417004614,2.2144500000000007,8.7,8.73
735279.1354166666,3.7408866334074165,4.058862781588906,2.182950000000001,8.75,8.74
735279.1388888889,3.6719798506157884,3.756566368599826,2.15565,8.73,8.8
735279.1423611111,3.2564581135753694,3.53304405810021,2.1245500000000006,8.74,8.77
735279.1458333334,2.5581333595756,2.9697016372895186,2.09345,8.67,8.69
735279.1493055555,1.986539470608039,2.324484229432674,2.06545,8.63,8.69
735279.1527777778,1.7417782484553415,2.2407396085983824,2.0447500000000005,8.6,8.68
735279.15625,1.3659740467779884,1.5954229194816516,2.0167500000000005,8.57,8.63
735279.1597222222,1.1138167358377928,1.3325005555674418,1.9890500000000002,8.56,8.62
735279.1631944445,0.9047319015674965,1.1287478499751589,1.968350000000001,8.55,8.61
735279.1666666666,0.8009130934885424,0.9538383758885617,1.9441500000000005,8.52,8.59
735279.1701388889,0.6463096959519846,0.8137745959236276,1.9164500000000004,8.52,8.59
735279.1736111111,0.5414141575160376,0.6841618918724478,1.885050000000001,8.49,8.58
735279.1770833334,0.512057912229502,0.6356362987475274,1.8643500000000004,8.5,8.57
735279.1805555555,0.4844094947629416,0.6069718305737938,1.84705,8.49,8.57
735279.1840277778,0.4926810643981799,0.5859944656812941,1.82975,8.5,8.57
735279.1875,0.4215181544763919,0.5614167088150837,1.8090500000000005,8.48,8.55
735279.1909722222,0.372662623751651,0.47040839698663306,1.7917500000000004,8.48,8.55
735279.1944444445,0.37276499197885027,0.4692946483857674,1.7710500000000011,8.48,8.54
735279.1979166666,0.3842973181167845,0.4733439190842831,1.75715,8.46,8.54
735279.2013888889,0.35050263229274,0.4464057245250317,1.7468500000000007,8.46,8.53
735279.2048611111,0.3429201964030748,0.4268645736469219,1.7364500000000007,8.46,8.54
735279.2083333334,0.36438195353301894,0.42188086801992597,1.7260500000000008,8.45,8.54
735279.2118055555,0.3356059952973203,0.35694510786751044,1.7122500000000003,8.45,8.53
735279.2152777778,0.3289307472559863,0.38684455894298686,1.7018500000000003,8.45,8.53
735279.21875,0.31813330874373824,0.3916695696368444,1.7018500000000003,8.46,8.53
735279.2222222222,0.3205232252763188,0.3669232021260931,1.7018500000000003,8.45,8.53
735279.2256944445,0.25199903851481814,0.3063969698164835,1.6984500000000011,8.44,8.51
735279.2291666666,0.23539578350145618,0.2970833693249257,1.7087500000000007,8.44,8.51
735279.2326388889,0.2465544322223926,0.2913418500743506,1.7122500000000003,8.44,8.51
